,name,ad,item,text,who,page
900,Senator the Hon Concetta Fierravanti-Wells,Addition,Travel or hospitality,Upgrade from business to first class QF2 Bangkok-Sydney (14/1/2011) - self-funded trip.,Self,6
901,Senator the Hon Concetta Fierravanti-Wells,Addition,Travel or hospitality,4 tickets to NBL basketball game at Wollongong Entertainment Centre organized by Mr Arun Jagatramka from Gunjarat NRE on 31/3/2013,Self,6
902,Senator the Hon Concetta Fierravanti-Wells,Addition,Travel or hospitality,Tickets to the Chairmans Club of WIN Stadium Wollongong for the official opening of the Western Grandstand held during the St George Illawarra Dragons v Cantebury Bankstown Bulldogs NRL game on 15/6/2012,Self,6
903,Senator the Hon Concetta Fierravanti-Wells,Addition,Travel or hospitality,Membership of Virgin Airlines Velocity Frequent Flyer The Club since 26/3/2013,Self,6
904,Senator the Hon Concetta Fierravanti-Wells,Addition,Travel or hospitality,"Attendance by myself and my husband on a tour and cocktail function aboard the Queen Mary 2 on 14 March 2014 as guests of Carnival Australia, NSW Business Chamber and the Tourism and Transport Forum",Self,6
905,Senator the Hon Concetta Fierravanti-Wells,Addition,Travel or hospitality,2 tickets from NSW Netball to attend Netball Harmony Day match between NSW Swifts and Qld Firebirds on 23/3/2014,Self,6
906,Senator the Hon Concetta Fierravanti-Wells,Addition,Travel or hospitality,2 tickets from AFL for my husband and I to attend Harmony Day game at Etihad Stadium on 21/3/2014,Self,6
907,Senator the Hon Concetta Fierravanti-Wells,Addition,Travel or hospitality,Guests of SBS at the 2014 Sydney Institute Dinner Lecture on 28/4/2014,Self,6
908,Senator the Hon Concetta Fierravanti-Wells,Addition,Travel or hospitality,Received a ticket to attend Sydney Institute Dinner on 27/4/2015 as guest of Weber Shandwick (valued $286),Self,6
909,Senator the Hon Concetta Fierravanti-Wells,Addition,Travel or hospitality,Upgrade from economy to to business class on a privately funded trip on Emirates flight EK413 from Aukland to Sydney on 29/3/2015.,Self,6
910,Senator the Hon Concetta Fierravanti-Wells,Addition,Travel or hospitality,"Given 4 tickets to the Australian ballet for 26/5/2015 provided by the office of the Attorney General and Minister for the Arts (valued at approx.. $600). I and 3 members of staff attended. At that time, I had become Parliamentary Secretary to the Attorney General and Minister for the Arts.",Self,6
911,Senator the Hon Concetta Fierravanti-Wells,Addition,Travel or hospitality,Received 2 complimentary tickets to the National Gallery of Victoria on 1/8/2015 following official opening on 30/7/2015 of Masterpieces from the Hermitage exhibition where I was representing the Attorney General and Minister for the Arts (valued at approx.. $52).,Self,6
912,Senator the Hon Concetta Fierravanti-Wells,Addition,Travel or hospitality,Upgrade from business class to first class on Emirates flight EK413 from Sydney to Dubai on 30/4/2016.,Self,6
913,Senator the Hon Concetta Fierravanti-Wells,Addition,Membership,Father Chris Riley Youth off the Street,Self,6
914,Senator the Hon Concetta Fierravanti-Wells,Addition,Membership,GO Fund Charity,Self,6
915,Senator the Hon Concetta Fierravanti-Wells,Addition,Membership,Red Cross,Self,6
916,Senator the Hon Concetta Fierravanti-Wells,Addition,Membership,Rooty Hill High School,Self,6
917,Senator the Hon Concetta Fierravanti-Wells,Addition,Membership,Kidzwish,Self,6
918,Senator the Hon Concetta Fierravanti-Wells,Addition,Membership,Day of Difference,Self,6
919,Senator the Hon Concetta Fierravanti-Wells,Addition,Membership,Anzac Centenary Public Fund,Self,6
920,Senator the Hon Concetta Fierravanti-Wells,Addition,Membership,Liberal Party of Australia (NSW Division),Self,6
921,Senator the Hon Concetta Fierravanti-Wells,Addition,Gift,"22/09/16 - Pearl pendant presented by Governor of Ha'apai (Tonga), Mo'ale Finau as thank you. Value: AUD$100",Self,8
922,Senator the Hon Concetta Fierravanti-Wells,Addition,Gift,"28/11/16 - Hamper of Australian goods (wine & food) from Andrew Parker, Qantas for 96th Anniversary of Qantas. Value: Less than AUD$100",Self,8
923,Senator the Hon Concetta Fierravanti-Wells,Addition,Membership,Patron of Surf Life Saving Illawarra,Self,11
924,Senator the Hon Concetta Fierravanti-Wells,Addition,Gift,"19/01/2017 - Book: Republic of San Marino Travel diary, presented by Dr Nicola Renzi, Minister for Foreign & Political Affairs. Value: AUD$50",Self,9
925,Senator the Hon Concetta Fierravanti-Wells,Addition,Gift,"19/01/2017 - Gold coin of the Republic of San Marino, presented by Dr Nicola Renzi, Minister for Foreign & Political Affairs. Value: AUD$90",Self,9
926,Senator the Hon Concetta Fierravanti-Wells,Addition,Gift,I won a Samsung Galaxy S5 16 GB Smartphone in a raffle at the Italian National Ball organised by Co.As.It. on 16/5/2014.,Self,5
927,Senator the Hon Concetta Fierravanti-Wells,Addition,Gift,Personalised hi-vis Australian for Coal mining shirt from the Minerals Council of Australia.,Self,5
928,Senator the Hon Concetta Fierravanti-Wells,Addition,Gift,Received Backpack bed from Swags for Homeless (cost vale of $84.70) on 29/11/2014.,Self,5
929,Senator the Hon Concetta Fierravanti-Wells,Addition,Gift,"Given 2 umbrellas from Marco Polo, Unanderra Care services (valued at $60) on 5/1/2014.",Self,5
930,Senator the Hon Concetta Fierravanti-Wells,Addition,Gift,"Received Apple TV from CEO, Velocity Frequent Flyer (valued at $109) on 5/1/2015.",Self,5
931,Senator the Hon Concetta Fierravanti-Wells,Addition,Gift,1 complimentary book voucher from Federation Press given to me on 24/7/2015 following address to Australian Institute of Administrative Law Conference on 24/7/2015.,Self,5
932,Senator the Hon Concetta Fierravanti-Wells,Addition,Membership,Membership of Qantas Chairmans Lounge since 6 June 2005.,Self,5
933,Senator the Hon Concetta Fierravanti-Wells,Addition,Travel or hospitality,"Trip to Isreal in July 2005 sponsored by the Australia/Isreal & Jewish Affairs Council covering business class travel, accommodation and hospitality. Return trip from Isreal was via Italy (only travel component sponsored). Upgrade to first-class on Rome-Hong Kong sector.",Self,5
934,Senator the Hon Concetta Fierravanti-Wells,Addition,Travel or hospitality,Upgrade from Business to first class EK419 Sydney-Bangkok (18/9/2005) – self-funded trip.,Self,5
935,Senator the Hon Concetta Fierravanti-Wells,Addition,Travel or hospitality,Upgrade from business to first class EK96 Rome-Dubai (30/9/2005) – self-funded trip.,Self,5
936,Senator the Hon Concetta Fierravanti-Wells,Addition,Travel or hospitality,Upgrade from business to first class EK418 Dubai-Sydney via Bangkok (1/10/2005) – self-funded trip.,Self,5
937,Senator the Hon Concetta Fierravanti-Wells,Addition,Travel or hospitality,Attendance by myself and my husband at the Sydney Institute Annual Dinner and Lecture as guests of AMP on 5/4/2006.,Self,5
938,Senator the Hon Concetta Fierravanti-Wells,Addition,Travel or hospitality,Upgrade from economy to business class QF188 Hong Kong-Sydney (17/11/2006) - self-funded trip.,Self,5
939,Senator the Hon Concetta Fierravanti-Wells,Addition,Travel or hospitality,Attendance by myself and my husband at the Spettacolare Dinner with Sophia Loren on 3/6/2007 as guests of the Italian Australian Film Festival.,Self,5
940,Senator the Hon Concetta Fierravanti-Wells,Addition,Travel or hospitality,Upgrade from economy to business class QF187 Sydney-Hong Kong (28/9/2007) – self-funded trip.,Self,5
941,Senator the Hon Concetta Fierravanti-Wells,Addition,Travel or hospitality,Upgrade from economy to business class QF187 Sydney-Hong Kong (25/12/2007) - self-funded trip.,Self,5
942,Senator the Hon Concetta Fierravanti-Wells,Addition,Travel or hospitality,Attendance by myself and my husband at the 15th Freshest Ball for the Victor Chang Cardiac Research Institute on 3/5/2008 as guests of the Riccio Family.,Self,5
943,Senator the Hon Concetta Fierravanti-Wells,Addition,Travel or hospitality,Upgrade from economy to business class QF187 Sydney-Hong Kong (2/10/2008) - self-funded trip.,Self,5
944,Senator the Hon Concetta Fierravanti-Wells,Addition,Travel or hospitality,Upgrade from econorny to business class QF188 Hong Kong-Sydney (11/8/2008) – self-funded trip.,Self,5
945,Senator the Hon Concetta Fierravanti-Wells,Addition,Travel or hospitality,"Since October 2010, I have stayed at the Hotel Windsor in Melboume on various occasions. On a few of these occasions, I have received an upgrade from a standard room.",Self,5
946,Senator the Hon Concetta Fierravanti-Wells,Addition,Travel or hospitality,Upgrade from business to first class QF2 Bangkok-Sydney (14/1/2011)- self-funded trip.,Self,6
947,Senator the Hon Concetta Fierravanti-Wells,Addition,Travel or hospitality,Tickets to the Chairmans Club of WIN Stadium Wollongong for the official opening of the Western Grandstand held during the St George Illawarra Dragons v Canterbury Bankstown Bulldogs NRL game on 15/6/2012.,Self,6
948,Senator the Hon Concetta Fierravanti-Wells,Addition,Travel or hospitality,4 tickets to NBL basketball game at Wollongong Entertainment Centre organized by Mr Arun Jagatramka from Gunjarat NRE on 31/3/2013.,Self,6
949,Senator the Hon Concetta Fierravanti-Wells,Addition,Travel or hospitality,"Membership of Virgin Airlines, Velocity Frequent Flyer, The Club since 26/3/2013.",Self,6
950,Senator the Hon Concetta Fierravanti-Wells,Addition,Travel or hospitality,"Attendance by myself and my husband on a tour and cocktail function aboard the Queen Mary 2 on 14 March 2014 as guests of Carnival Australia, NSW Business Chamber and the Tourism and Transport Forum.",Self,6
951,Senator the Hon Concetta Fierravanti-Wells,Addition,Travel or hospitality,2 tickets from NSW Netball to attend Netball Harmony Day match between NSW Swifts and Qld Firebirds on 23/3/2014.,Self,6
952,Senator the Hon Concetta Fierravanti-Wells,Addition,Travel or hospitality,2 tickets from AFL for my husband and I to attend Harmony Day game at Etihad Stadium on 21/3/2014.,Self,6
953,Senator the Hon Concetta Fierravanti-Wells,Addition,Travel or hospitality,Guest of SBS at the 2014 Sydney Institute Annual Dinner Lecture on 28/4/ 2014.,Self,6
954,Senator the Hon Concetta Fierravanti-Wells,Addition,Travel or hospitality,Received a ticket to attend Sydney Institute Dinner on 27/4/2015 as guest of Weber Shandwick (valued $286).,Self,6
955,Senator the Hon Concetta Fierravanti-Wells,Addition,Travel or hospitality,Upgrade from economy class to to business class on a privately funded trip on Emirates flight EK413 from Auckland to Sydney on 29/3/2015.,Self,6
956,Senator the Hon Concetta Fierravanti-Wells,Addition,Travel or hospitality,"Given 4 tickets to the Australian Ballet for 26/5/2015 provided by the office of the Attorney General and Minister for the Arts (valued at approx.. $600). I and 3 members of staff attended. At that time, I had become Parliamentary Secretary to the Attorney General and Minister for the Arts.",Self,6
957,Senator the Hon Concetta Fierravanti-Wells,Addition,Travel or hospitality,Received 2 complimentary tickets to the National Gallery of Victoria on 1/8/2015 following official opening on 30/7/2015 of Masterpieces from the Hermitage exhibition where I was representing the Attorney General and Minister for the Arts (valued at approx.. $52).,Self,6
958,Senator the Hon Concetta Fierravanti-Wells,Addition,Travel or hospitality,Upgrade from business class to first class on Emirates flight EK413 from Sydney to Dubai on 30/4/2016.,Self,6
959,Senator the Hon Concetta Fierravanti-Wells,Addition,Membership,Father Chris Riley Youth off the Street,Self,6
960,Senator the Hon Concetta Fierravanti-Wells,Addition,Membership,GO Fund Charity,Self,6
961,Senator the Hon Concetta Fierravanti-Wells,Addition,Membership,Red Cross,Self,6
962,Senator the Hon Concetta Fierravanti-Wells,Addition,Membership,Rooty Hill High School,Self,6
963,Senator the Hon Concetta Fierravanti-Wells,Addition,Membership,Kidzwish,Self,6
964,Senator the Hon Concetta Fierravanti-Wells,Addition,Membership,Day of Difference,Self,6
965,Senator the Hon Concetta Fierravanti-Wells,Addition,Membership,Anzac Centenary Public Fund,Self,6
966,Senator the Hon Concetta Fierravanti-Wells,Addition,Membership,Liberal Party of Australia (NSW Division),Self,6
967,Senator the Hon Concetta Fierravanti-Wells,Addition,Other conflict,Honorary Membership of Club Marconi since 1 May 2005.,Self,7
968,Senator the Hon Concetta Fierravanti-Wells,Addition,Other conflict,Patron of HANDITAL NSW (Association of Italian Families and Friends of People with a Disability) since 28/4/2005.,Self,7
969,Senator the Hon Concetta Fierravanti-Wells,Addition,Other conflict,Joined the board of Father Chris Riley's Youth off the Streets in 2000 and became chairman in 2002. I resigned in 2004 before becoming a senator.,Self,7
970,Senator the Hon Concetta Fierravanti-Wells,Addition,Other conflict,"Patron of the NSW Justices Association, Wollongong Branch since 5/8/2011",Self,7
971,Senator the Hon Concetta Fierravanti-Wells,Addition,Other conflict,"Patron of Arthritis NSW, Wollongong Chapter.",Self,7
972,Senator the Hon Concetta Fierravanti-Wells,Addition,Other conflict,"Member, Royal Motor Yacht Club, Broken Bay",Self,7
973,Senator the Hon Concetta Fierravanti-Wells,Addition,Other conflict,Cheque to Fr Chris Riley's Youth off the Streets dated 13/4/2006 for badges distributed to members and senators.,Self,7
974,Senator the Hon Concetta Fierravanti-Wells,Addition,Other conflict,Donation of a prize of in-kind accommodation for GO Fund Charity Dinner on 23/11/2006. Prize not claimed.,Self,7
975,Senator the Hon Concetta Fierravanti-Wells,Addition,Other conflict,Raffle prize won at The Garvan Institute Gala Fundraising Dinner on 14/5/2011 for 3 nights accommodation for two people on Hayman Island. Trip not used within the year and returned to organisers on 17/4/2012.,Self,7
976,Senator the Hon Concetta Fierravanti-Wells,Addition,Other conflict,Book and complimentary voucher to lunch or dinner at Beppi's Restaurant won in raffle at the Italian National Ball on 17/5/2013. Expired and not redeemed.,Self,7
977,Senator the Hon Concetta Fierravanti-Wells,Addition,Other conflict,"My brother, Canio Fierravanti was appointed Manager, Government Relations for the University of Wollongong in 1999. In January 2013, he became Director Government Relations heading up the University's Government Relations Unit, reporting to Vice-Chancellor, Professor Paul Wellings СВЕ.",Self,7
978,Senator the Hon Concetta Fierravanti-Wells,Addition,Other conflict,"In 2013, my step-daughter, Amelia Bowen worked for Mediabrands (part of IPG Group), then The Benevolent Society and then in 2015 for a period with Australian Radio Network as a payroll manager.",Self,7
979,Senator the Hon Concetta Fierravanti-Wells,Addition,Other conflict,"My mother is in full time care in a Commonwealth subsidised aged care facility. My father was also in care, but passed away on 21/4/2015.",Self,7
980,Senator the Hon Concetta Fierravanti-Wells,Addition,Gift,"Pashmina presented by Hon Dr Prakash Shran Mahat, Minister of Foreign Affairs, Nepal after Minister Fierravanti-Wells departure. Value: $203AUD",Self,10
981,Senator the Hon Concetta Fierravanti-Wells,Addition,Gift,"Handcrafted linen handtowel present by FM Dacic & City Manager Vesic, Belgrade. Value: $74AUD",Self,10
982,Senator the Hon Concetta Fierravanti-Wells,Addition,Gift,"Pure silk carpet presented by Mr Khanlar Fatiyev, Chair, Australia-Azerbaijan Parliamentary Friendship Group during Minister's visit to Azerbaijan. Value: $1876AUD",Self,12
